No,Balance,QualMiles,BonusMiles,BonusTrans,FlightMiles,FlightTrans,DaysSinceEnroll
2838,37331,0,0,0,0,0,1970
2839,15000,0,15000,1,0,0,1976
2840,232194,0,46165,17,0,0,1978
2841,8557,0,200622,5,622,3,1955
2842,1000,0,1000,1,0,0,1970
2843,84179,0,22397,19,0,0,1976
2844,66590,0,1300,13,0,0,1975
2845,66445,0,22276,13,0,0,1975
2846,174286,0,11850,18,2100,5,1950
2847,33951,0,12279,14,0,0,1963
2848,27204,0,7627,16,0,0,1968
2849,16442,0,0,0,0,0,1962
2850,39669,0,31989,14,0,0,1955
2851,8063,0,18250,5,0,0,1950
2852,15243,0,675,3,0,0,1944
2853,17603,2543,7247,14,0,0,1958
2854,66466,0,86952,22,0,0,1956
2855,52537,0,49146,19,100,2,1944
2856,51172,0,500,4,0,0,1939
2857,56186,0,27538,20,400,4,1926
2858,18074,0,1625,6,0,0,1765
2859,31759,0,0,0,0,0,1922
2860,34007,0,440,2,0,0,1937
2861,28338,0,90,2,0,0,1936
2862,28693,0,8229,20,0,0,1937
2863,15036,0,7917,8,0,0,1935
2864,26797,0,0,0,0,0,1928
2865,79192,0,14404,21,150,1,2080
2866,83651,0,14809,18,1997,3,1914
2867,19128,0,10595,27,0,0,1919
2868,11245,0,0,0,0,0,1920
2869,18735,0,4100,19,0,0,1913
2870,43310,0,11943,14,0,0,1804
2871,51142,0,5000,3,0,0,1874
2872,127588,0,11297,11,0,0,1906
2873,43304,0,3750,4,250,2,1887
2874,33064,0,300,3,0,0,1895
2875,10424,0,0,0,0,0,1894
2876,6517,0,2025,8,0,0,1900
2877,47160,0,0,0,0,0,1898
2878,15584,0,2875,16,0,0,1894
2879,164222,0,7300,5,800,3,1892
2880,248738,0,500,1,0,0,1888
2881,25853,0,23163,18,0,0,1886
2882,113183,0,4200,8,600,5,1865
2883,153664,0,55567,17,0,0,1881
2884,21285,0,2375,12,0,0,1879
2885,70353,0,2986,15,150,2,1879
2886,39728,0,16359,11,0,0,1860
2887,28294,0,0,0,0,0,1865
2888,109505,0,15766,23,0,0,1867
2889,78317,0,34282,35,2537,11,1859
2890,20969,0,40234,13,150,1,1831
2891,36398,0,9704,22,0,0,1858
2892,166199,6168,10550,5,50,1,1851
2893,147770,0,64517,31,450,4,1831
2894,16875,0,500,1,0,0,1838
2895,17060,0,0,0,0,0,1836
2896,44101,0,57114,19,0,0,1829
2897,142729,0,0,0,0,0,1823
2898,23578,0,16366,17,500,1,1830
2899,19881,0,800,4,800,4,1822
2900,62960,0,50255,10,0,0,1824
2901,16685,0,400,2,0,0,1817
2902,33405,0,1600,3,0,0,1808
2903,37211,0,23007,18,0,0,1817
2904,2900,0,2900,29,2900,29,1804
2905,99226,0,5796,12,0,0,1811
2906,31899,0,29816,20,500,1,1804
2907,17769,0,5165,10,0,0,1807
2908,50212,0,1507,7,500,1,1801
2909,32125,0,1010,4,500,2,1795
2910,12120,0,1000,1,0,0,1802
2911,82352,0,5760,18,0,0,1797
2912,6286,0,230,3,0,0,1788
2913,17326,0,0,0,0,0,1787
2914,32234,0,17001,13,0,0,1780
2915,60386,2738,24356,14,1565,1,1785
2916,56174,0,6589,15,0,0,1768
2917,81144,0,34664,17,0,0,1769
2918,51737,0,3119,19,0,0,1774
2919,95537,0,29226,17,150,1,1774
2920,36311,0,100,1,100,1,1766
2921,23518,0,11843,13,0,0,1768
2922,34042,0,3463,14,250,1,1761
2923,19591,0,4437,8,0,0,1772
2924,46455,0,6817,11,0,0,1763
2925,89413,0,24667,21,0,0,1767
2926,169546,0,68315,24,600,2,1761
2927,17135,0,60,2,0,0,1747
2928,72253,0,29227,16,0,0,1752
2929,8344,0,1500,2,500,1,1753
2930,52718,0,11540,11,0,0,1755
2931,23933,0,10144,15,0,0,1804
2932,179207,0,7041,6,0,0,3169
2933,76177,0,31922,16,0,0,3057
2934,11472,0,9068,14,0,0,3290
2935,131635,0,60315,9,0,0,2756
2936,124027,0,8698,12,0,0,2952
2937,15138,0,140,3,0,0,2993
2938,43229,0,5000,1,0,0,2644
2939,310226,0,61894,28,1700,9,2900
2940,27043,0,0,0,0,0,2814
2941,55381,0,0,0,0,0,3600
2942,53983,0,24862,13,0,0,3512
2943,59179,0,18908,15,0,0,3530
2944,43510,0,4850,6,350,2,3328
2945,32886,0,3606,10,0,0,3281
2946,7015,0,1150,3,150,2,3398
2947,19627,0,500,1,500,1,3340
2948,79903,0,6600,13,3300,9,3162
2949,28464,0,5167,16,0,0,3344
2950,9768,0,7069,8,100,1,3242
2951,18522,0,4100,8,600,5,3256
2952,55086,0,525,3,400,2,3293
2953,158986,0,3558,14,0,0,3404
2954,18939,0,855,3,0,0,3216
2955,242018,0,3050,3,550,2,3218
2956,61474,0,47717,14,0,0,3354
2957,53892,1619,28641,20,0,0,3131
2958,23315,0,705,5,50,1,3309
2959,33918,0,145,3,0,0,3012
2960,65926,0,11639,17,0,0,3362
2961,67753,0,18303,15,0,0,3134
2962,49280,0,22370,16,0,0,3312
2963,97606,0,42980,24,0,0,3355
2964,36861,0,4642,16,1200,3,3350
2965,49749,0,13609,18,0,0,3265
2966,36300,0,450,2,350,1,3329
2967,80500,0,16368,16,0,0,3146
2968,8210,0,9122,16,0,0,3312
2969,40257,0,12885,31,0,0,3237
2970,31930,6153,1337,6,267,1,3330
2971,9154,0,0,0,0,0,3260
2972,54345,0,1850,8,0,0,3348
2973,38835,0,2625,11,500,1,3378
2974,4858,0,0,0,0,0,3294
2975,56745,0,6000,3,0,0,3280
2976,87507,0,17714,19,0,0,3274
2977,84126,0,5858,11,4358,10,3159
2978,27566,0,6362,24,0,0,3279
2979,22805,0,26334,27,1800,6,3294
2980,38508,0,13523,13,0,0,3279
2981,8184,0,0,0,0,0,2832
2982,12263,0,325,1,325,1,3224
2983,89576,0,20333,15,0,0,3099
2984,183303,4361,11500,3,500,1,3281
2985,326201,0,19350,14,0,0,3119
2986,132894,0,34540,15,0,0,3106
2987,12881,0,500,1,0,0,3244
2988,114037,0,14000,7,500,1,3201
2989,71682,0,11662,11,0,0,3173
2990,94016,0,4773,6,0,0,3161
2991,71263,0,80554,41,0,0,2987
2992,16341,0,0,0,0,0,3190
2993,60331,0,17878,27,0,0,3036
2994,47966,2947,51615,11,650,3,3145
2995,148086,0,32551,14,0,0,2913
2996,15279,0,17984,19,300,1,3139
2997,0,0,5491,18,2116,5,3204
2998,52885,0,1600,6,100,1,3020
2999,36844,0,21715,16,0,0,3161
3000,142527,1000,24091,47,4650,24,3206
3001,20390,0,2500,1,0,0,2528
3002,29182,0,50698,14,0,0,2999
3003,65207,0,34832,18,1450,4,3115
3004,568,0,710,3,0,0,3053
3005,30759,0,510,3,0,0,3195
3006,276,0,2396,3,396,1,3042
3007,22496,0,9712,14,500,1,3180
3008,23846,0,9177,6,0,0,2678
3009,26505,0,0,0,0,0,3102
3010,72131,0,7681,17,0,0,2390
3011,24406,0,5005,14,0,0,3127
3012,63193,0,20372,14,100,1,3036
3013,23179,0,0,0,0,0,2794
3014,14710,0,3500,2,0,0,3149
3015,74073,0,45526,41,200,1,2976
3016,43348,0,68846,25,200,1,2869
3017,97424,0,63796,17,0,0,2873
3018,20603,0,115,5,0,0,3054
3019,92097,2194,20450,8,1850,3,2825
3020,31520,0,130,2,0,0,2858
3021,29350,0,27703,15,0,0,3020
3022,20537,0,44791,21,2612,4,1569
3023,17376,0,4920,11,0,0,2265
3024,24563,0,5718,8,4218,5,1776
3025,52562,0,23773,15,600,2,3021
3026,48224,0,0,0,0,0,2888
3027,13271,0,0,0,0,0,1435
3028,129919,719,7150,5,650,2,3053
3029,17893,0,9623,13,0,0,3074
3030,52693,0,947,4,0,0,2374
3031,50895,0,29618,15,0,0,2980
3032,36459,0,7573,17,5473,15,2885
3033,68532,0,68704,21,0,0,2822
3034,34862,0,2725,5,0,0,3004
3035,20391,0,90,3,0,0,2884
3036,178010,0,5500,4,500,1,2777
3037,20773,0,13619,14,0,0,2765
3038,264735,0,6980,17,0,0,2894
3039,45883,2611,5647,11,0,0,1464
3040,36978,0,100,1,100,1,3033
3041,449205,1121,4750,9,3250,8,3071
3042,45005,0,0,0,0,0,2934
3043,45533,0,56208,16,0,0,2963
3044,26513,0,7670,14,0,0,2678
3045,20417,0,5000,1,0,0,3013
3046,7490,0,0,0,0,0,3042
3047,14394,0,935,4,150,2,2754
3048,103888,0,4379,3,4379,3,2238
3049,61191,0,8502,17,0,0,2112
3050,7329,0,10639,16,0,0,2993
3051,12688,0,0,0,0,0,2993
3052,106921,0,26666,13,0,0,2581
3053,31668,2576,1800,3,300,2,2271
3054,34996,0,6313,14,150,1,2909
3055,23099,0,300,3,300,3,2292
3056,109133,0,21378,16,0,0,2989
3057,103586,0,4000,7,3900,6,2726
3058,45575,0,23223,17,0,0,2964
3059,76430,0,13653,17,0,0,3018
3060,18059,0,0,0,0,0,2019
3061,188759,0,3082,3,0,0,2817
3062,36953,0,25598,16,0,0,2997
3063,27155,0,47252,15,300,1,3001
3064,89112,4670,28670,29,0,0,2680
3065,72768,0,290,3,0,0,2762
3066,23178,0,0,0,0,0,2351
3067,25676,0,0,0,0,0,1597
3068,63190,0,18950,13,250,1,3041
3069,1666,0,980,3,0,0,2761
3070,105544,0,31001,16,500,1,2888
3071,206287,1761,11294,20,150,1,2819
3072,40255,0,2975,13,750,2,2880
3073,5317,0,0,0,0,0,2992
3074,7606,0,29307,17,0,0,2930
3075,43255,0,2691,3,750,1,2864
3076,22414,0,1094,3,0,0,2957
3077,92225,0,48276,19,350,1,2972
3078,127199,0,2563,14,0,0,2917
3079,12176,0,875,7,0,0,2268
3080,142929,0,40826,23,0,0,2803
3081,28670,0,11727,11,0,0,2980
3082,82122,0,700,3,700,3,3044
3083,54637,0,21181,27,4673,21,2927
3084,6181,0,2000,9,0,0,2878
3085,25485,0,9655,10,2800,8,2798
3086,16136,0,0,0,0,0,1177
3087,128213,0,7956,13,500,1,2522
3088,92492,0,11029,6,0,0,2839
3089,85412,0,25102,16,500,1,2816
3090,46003,0,1340,7,0,0,2698
3091,95982,0,3630,3,0,0,2623
3092,20529,0,0,0,0,0,2644
3093,28254,0,17117,19,1050,6,2692
3094,26101,0,3900,15,3900,15,2222
3095,50939,0,16453,16,0,0,2753
3096,35039,0,174,1,0,0,2314
3097,175501,1000,34318,36,7974,19,2691
3098,1439,0,80,2,0,0,2684
3099,214674,0,25688,23,2500,5,2607
3100,38429,0,1004,2,1004,2,2521
3101,22865,0,1750,7,0,0,2375
3102,23033,0,7910,15,0,0,2765
3103,103172,0,3125,3,0,0,2416
3104,23448,0,36941,18,700,3,2675
3105,115161,0,9050,18,3050,15,2417
3106,58382,0,11327,32,4800,23,2480
3107,156766,0,23375,27,0,0,2840
3108,34137,0,335,5,0,0,2593
3109,17219,0,6167,10,3757,6,2627
3110,43823,0,500,1,0,0,2717
3111,63364,0,15415,11,0,0,2560
3112,18497,0,14138,12,0,0,2643
3113,23173,0,7843,8,0,0,2565
3114,51367,0,40004,24,0,0,2434
3115,34894,0,13955,17,0,0,2447
3116,7422,0,2229,3,0,0,2653
3117,16090,0,850,6,850,6,2592
3118,2784,0,0,0,0,0,2066
3119,54177,0,45403,15,500,1,2123
3120,29326,0,23061,7,0,0,2497
3121,26164,2556,0,0,0,0,2566
3122,29518,0,2702,12,0,0,2532
3123,29754,6396,500,1,0,0,2655
3124,8000,0,0,0,0,0,941
3125,69788,0,1500,3,1500,3,2705
3126,38042,0,7658,17,0,0,2606
3127,23894,0,6000,3,0,0,2705
3128,110628,0,63759,13,0,0,2654
3129,10839,0,190,1,190,1,2341
3130,47513,0,19904,13,0,0,2516
3131,16321,0,0,0,0,0,2710
3132,37550,0,0,0,0,0,2579
3133,37936,0,6211,12,0,0,2719
3134,38061,0,34227,18,3600,8,2649
3135,25934,0,370,3,0,0,2565
3136,54942,0,4200,10,4200,10,2610
3137,139423,0,54152,25,500,3,2677
3138,298505,0,130647,32,600,2,2483
3139,98753,0,1475,5,0,0,2619
3140,25157,0,830,3,0,0,2732
3141,24134,0,1250,3,0,0,2390
3142,6628,0,2125,8,0,0,2539
3143,14504,0,0,0,0,0,2329
3144,36665,0,3250,19,0,0,2951
3145,17481,0,1396,3,0,0,586
3146,33111,0,0,0,0,0,2461
3147,89237,0,37668,18,0,0,2533
3148,93028,0,40887,22,0,0,2507
3149,89094,0,55865,13,0,0,2404
3150,11109,0,53627,13,0,0,2623
3151,14957,0,0,0,0,0,2634
3152,17823,0,15323,8,0,0,1453
3153,8485,0,0,0,0,0,2111
3154,56756,0,10851,14,0,0,2068
3155,99196,0,28334,16,0,0,2595
3156,21736,0,6672,10,0,0,2544
3157,11324,0,11082,11,0,0,2661
3158,60109,0,2300,6,2300,6,2501
3159,129887,0,26810,10,810,3,2566
3160,18150,0,240,2,0,0,2538
3161,57432,0,13422,19,5100,12,2546
3162,32659,0,3614,14,0,0,2553
3163,103203,0,3200,4,200,2,1556
3164,27122,0,0,0,0,0,2630
3165,40252,0,1375,4,0,0,2565
3166,194816,0,20822,25,6647,12,2424
3167,65460,0,0,0,0,0,2493
3168,17863,0,0,0,0,0,2028
3169,28443,0,53065,18,150,1,2462
3170,15655,0,2807,12,957,4,2476
3171,38307,0,1500,3,1500,3,2151
3172,15135,0,13357,14,0,0,2579
3173,73601,0,12902,36,2000,4,2624
3174,31489,0,21950,21,0,0,2216
3175,48852,0,1058,3,0,0,2278
3176,188883,0,5500,3,0,0,2613
3177,37212,0,0,0,0,0,2455
3178,43285,0,745,3,0,0,2436
3179,10758,0,0,0,0,0,1777
3180,40926,0,1725,7,0,0,2453
3181,10915,0,5455,15,0,0,2473
3182,38580,0,4337,7,0,0,2168
3183,26650,0,4652,11,4652,11,1958
3184,25268,888,4566,8,800,3,2126
3185,9338,0,200,1,200,1,2371
3186,67070,0,34600,27,2100,10,2416
3187,19382,0,195,2,0,0,2545
3188,25205,0,0,0,0,0,2532
3189,9634,0,9634,5,0,0,2146
3190,18954,0,550,3,550,3,2465
3191,41279,0,8682,14,0,0,2241
3192,56624,0,12311,14,0,0,2491
3193,11021,0,115,2,0,0,2449
3194,4096,0,3802,8,0,0,2433
3195,5199,0,28100,16,0,0,2592
3196,41072,0,3751,15,0,0,2378
3197,83623,0,2692,6,900,4,2395
3198,15920,0,2500,1,0,0,2466
3199,50674,0,22073,12,0,0,1615
3200,55461,0,31658,17,500,2,2315
3201,93264,0,3250,19,0,0,2369
3202,115154,0,13466,17,500,1,2440
3203,24920,0,375,3,0,0,2067
3204,64924,0,14971,13,0,0,1989
3205,25210,0,14500,5,500,1,2138
3206,41247,0,0,0,0,0,2407
3207,5929,0,168,7,0,0,2371
3208,14457,2288,1875,8,0,0,2409
3209,29067,0,485,3,250,1,2147
3210,112164,0,16802,14,0,0,2188
3211,44764,0,5539,6,0,0,2081
3212,38997,0,5158,18,0,0,2399
3213,115215,0,5824,7,0,0,2096
3214,96714,0,17026,15,0,0,2185
3215,32988,0,49484,14,0,0,2161
3216,11552,0,0,0,0,0,481
3217,38739,0,3050,3,550,2,1976
3218,142989,0,26210,14,500,1,2340
3219,1724,0,27305,20,0,0,1784
3220,56395,0,72905,24,1800,4,2344
3221,11845,0,625,2,0,0,2334
3222,46378,4844,2358,5,2358,5,1766
3223,85071,0,6600,4,0,0,2322
3224,53543,0,21183,11,563,2,1149
3225,33834,0,3920,12,0,0,1850
3226,36839,0,4436,6,0,0,2275
3227,42042,0,9846,14,0,0,1606
3228,72027,0,0,0,0,0,2386
3229,2692,0,800,4,50,1,2447
3230,17818,0,0,0,0,0,1709
3231,70927,0,12011,12,1567,8,2096
3232,57622,0,1250,3,0,0,2337
3233,323,0,0,0,0,0,1975
3234,33530,0,0,0,0,0,1777
3235,16452,0,9181,5,0,0,2108
3236,287033,0,26161,58,12873,53,2272
3237,55487,0,23123,19,1150,5,1986
3238,14648,0,21157,12,0,0,1843
3239,10621,0,90,3,0,0,2223
3240,23224,0,1750,7,0,0,2322
3241,17684,0,93,1,0,0,2012
3242,2477,0,2319,6,500,1,2137
3243,44668,0,872,2,0,0,1557
3244,22461,0,150,1,150,1,2223
3245,103200,0,500,1,500,1,2062
3246,74007,0,9259,13,0,0,2181
3247,22134,0,0,0,0,0,2161
3248,242062,0,5125,18,0,0,2150
3249,24683,0,600,2,0,0,2117
3250,51680,0,54926,65,3088,8,2112
3251,8819,0,12472,15,0,0,1920
3252,61545,0,18351,18,0,0,1973
3253,124837,0,4400,7,1500,5,2053
3254,50848,0,0,0,0,0,1773
3255,19661,0,0,0,0,0,2175
3256,32156,0,23928,29,2150,12,2257
3257,123055,0,11564,5,1039,2,2209
3258,63331,0,4200,4,700,2,2060
3259,9646,0,3445,11,0,0,2140
3260,16569,0,3204,8,0,0,2120
3261,194111,0,12350,30,2750,15,1777
3262,147128,0,59991,47,1065,1,2279
3263,59177,0,2300,6,700,3,1869
3264,26693,0,22057,14,0,0,1863
3265,2912,0,510,1,0,0,2132
3266,13982,0,500,1,0,0,2117
3267,14428,0,3475,21,0,0,1599
3268,21740,0,5625,11,0,0,2048
3269,8811,0,600,5,0,0,2032
3270,48256,0,8942,14,0,0,2121
3271,10994,0,10492,15,0,0,2215
3272,27320,2788,0,0,0,0,1725
3273,66614,0,0,0,0,0,1992
3274,78105,0,49364,14,0,0,2070
3275,120860,0,2000,1,0,0,1761
3276,77382,0,4950,13,0,0,2256
3277,19290,0,0,0,0,0,2331
3278,50987,0,0,0,0,0,2259
3279,101290,0,33876,22,500,1,2291
3280,17377,2178,500,1,0,0,2010
3281,11711,0,500,1,500,1,1922
3282,28712,0,1500,3,1500,3,2256
3283,110839,0,17550,24,7550,23,2272
3284,65633,0,3100,10,2000,8,1791
3285,69106,0,17832,10,0,0,2007
3286,66009,0,0,0,0,0,1603
3287,16843,0,780,3,0,0,2112
3288,27071,0,2125,10,0,0,2059
3289,25807,0,550,3,550,3,1838
3290,132871,0,300,3,200,2,1719
3291,24065,589,29586,9,0,0,1045
3292,92533,0,2220,4,2220,4,1905
3293,14513,0,50,2,0,0,1710
3294,162365,0,65029,15,0,0,1948
3295,4834,0,13441,17,0,0,1851
3296,21311,3418,2000,9,0,0,1990
3297,49804,0,0,0,0,0,2157
3298,135567,0,3650,5,1050,3,1967
3299,135374,0,23835,22,917,2,2294
3300,140914,0,0,0,0,0,1791
3301,6789,0,0,0,0,0,2237
3302,61893,0,0,0,0,0,2320
3303,83082,0,16207,13,250,1,2003
3304,16962,0,0,0,0,0,2206
3305,85955,0,34197,22,600,2,2046
3306,22215,0,2375,12,0,0,1857
3307,105898,0,4444,5,1944,4,2332
3308,66807,0,23456,14,0,0,1575
3309,131366,0,1500,2,500,1,1999
3310,31929,0,3500,3,1000,2,2019
3311,20540,0,5731,15,500,1,1970
3312,48131,0,60090,18,0,0,2161
3313,16346,0,5930,15,0,0,2108
3314,15540,0,209,3,104,1,1761
3315,17828,0,35099,14,0,0,2115
3316,298927,0,69449,27,150,3,2047
3317,66300,0,4750,6,1150,3,1884
3318,28446,0,0,0,0,0,1920
3319,80906,0,23548,15,0,0,2140
3320,12153,0,1050,9,1050,9,2041
3321,37569,0,3850,4,250,1,1597
3322,98151,0,38812,11,500,1,1976
3323,224852,0,7750,32,750,3,2102
3324,19881,0,2472,15,0,0,2186
3325,13490,0,0,0,0,0,2032
3326,46672,500,22404,22,0,0,2021
3327,119735,0,22432,17,1000,2,1996
3328,18317,0,2375,12,0,0,2032
3329,26334,0,0,0,0,0,2258
3330,143441,0,58475,27,0,0,2238
3331,10697,0,1000,8,0,0,2111
3332,14072,0,20700,16,0,0,1949
3333,35661,7487,600,3,500,2,1759
3334,54697,0,1625,6,0,0,1809
3335,18359,0,0,0,0,0,1748
3336,47764,0,23122,11,400,1,1872
3337,51169,4903,13080,13,0,0,1809
3338,32099,0,10534,6,0,0,1929
3339,84148,0,84148,7,0,0,1054
3340,45137,0,2000,1,0,0,1319
3341,18179,0,5488,3,0,0,1877
3342,39566,0,23755,18,0,0,1763
3343,46809,0,125,1,0,0,1878
3344,41628,0,16771,12,0,0,1818
3345,20891,0,150,3,0,0,1920
3346,36513,1692,825,3,725,2,1611
3347,116923,0,70403,50,0,0,1738
3348,7879,0,1815,5,0,0,1849
3349,40091,0,0,0,0,0,1803
3350,45842,0,8253,15,128,1,1805
3351,500,0,0,0,0,0,396
3352,43595,0,4375,14,0,0,1867
3353,29291,0,31357,32,1950,6,1391
3354,63392,0,20553,17,0,0,1087
3355,19578,0,5208,11,0,0,1632
3356,10926,0,0,0,0,0,1851
3357,19839,0,36375,15,0,0,1535
3358,64594,0,9295,14,0,0,1869
3359,24580,0,255,3,0,0,1926
3360,20318,0,6990,13,0,0,1956
3361,24579,0,2100,10,0,0,1967
3362,71713,0,2135,4,0,0,1845
3363,73501,0,21014,26,3694,8,1720
3364,61479,0,6050,4,50,1,1755
3365,21915,0,1875,8,0,0,1518
3366,16465,0,16165,5,0,0,1631
3367,61841,0,48700,49,0,0,1659
3368,23197,0,10587,13,150,1,1747
3369,26069,0,0,0,0,0,1278
3370,5690,0,11612,15,0,0,1549
3371,1000,0,0,0,0,0,1597
3372,14052,0,0,0,0,0,1808
3373,2143,0,0,0,0,0,1672
3374,18239,0,0,0,0,0,1683
3375,4892,0,0,0,0,0,1282
3376,34412,0,14734,13,0,0,1524
3377,34535,0,2719,12,0,0,1358
3378,23720,0,4000,3,500,1,1678
3379,11816,0,0,0,0,0,1596
3380,11218,0,3850,14,0,0,1604
3381,12568,0,350,3,0,0,1664
3382,13188,0,1500,3,1500,3,1955
3383,39983,0,39983,11,0,0,1569
3384,28526,0,4167,15,0,0,1360
3385,68359,0,15803,17,0,0,1293
3386,22048,0,100,1,0,0,1702
3387,1866,0,1128,8,0,0,1782
3388,40408,0,9612,12,0,0,913
3389,20642,0,4977,13,0,0,1614
3390,66574,0,2500,6,400,4,1791
3391,18656,0,4752,11,0,0,968
3392,57374,1621,2100,5,2100,5,1440
3393,25898,0,7834,3,0,0,1588
3394,42481,0,24617,16,0,0,678
3395,62492,0,3725,11,2600,9,1536
3396,4431,0,0,0,0,0,1582
3397,25090,0,25860,9,0,0,1786
3398,95728,2092,56111,14,0,0,1372
3399,11631,0,3289,22,0,0,1157
3400,54039,0,5250,22,1250,10,1709
3401,5625,0,2350,12,0,0,1270
3402,22966,0,3950,8,450,6,1443
3403,5544,0,350,3,0,0,1713
3404,37171,0,3450,5,950,4,1341
3405,40425,0,3300,8,1700,5,1753
3406,9805,0,4403,11,0,0,1559
3407,29417,0,16011,3,0,0,1582
3408,37093,0,4250,13,0,0,1810
3409,21461,0,4010,26,0,0,1509
3410,21950,0,5739,16,0,0,1668
3411,14233,0,160,3,0,0,1687
3412,105737,0,71728,13,0,0,1705
3413,22551,0,0,0,0,0,1794
3414,35474,0,15086,6,0,0,1479
3415,21854,0,500,1,500,1,1100
3416,50386,0,2750,8,0,0,1721
3417,28502,0,2375,12,0,0,1732
3418,238446,1082,37766,28,1550,11,890
3419,20516,0,3500,20,0,0,1429
3420,97391,0,26299,8,0,0,1607
3421,29253,2305,7625,5,0,0,1630
3422,139982,0,14500,6,0,0,1430
3423,68192,0,1300,9,1300,9,1640
3424,21615,0,5043,13,1000,2,1069
3425,36829,0,42497,19,1001,1,1015
3426,152178,0,39760,15,248,1,1073
3427,17397,0,1750,7,0,0,1215
3428,45006,0,1400,6,300,4,925
3429,4289,0,2350,4,750,2,1083
3430,133351,0,84215,43,7000,22,1529
3431,42093,0,1831,4,0,0,1526
3432,74331,0,15779,14,0,0,1514
3433,120462,3649,10500,9,750,2,1503
3434,14243,0,6654,17,0,0,1487
3435,6803,0,1644,11,0,0,1296
3436,8885,0,1500,5,0,0,1386
3437,38761,0,9015,12,0,0,1533
3438,5500,0,0,0,0,0,989
3439,76660,0,38807,24,3341,1,1193
3440,30463,0,4619,9,0,0,1275
3441,6914,0,0,0,0,0,812
3442,67495,0,8620,8,0,0,1302
3443,15339,0,1375,4,0,0,628
3444,5745,0,400,4,400,4,1067
3445,81155,0,49904,41,0,0,1276
3446,45432,0,12833,15,0,0,1322
3447,39386,0,18722,7,0,0,1359
3448,69647,0,45175,20,2250,3,854
3449,25849,0,0,0,0,0,996
3450,3625,0,0,0,0,0,1369
3451,4057,0,23050,11,2550,7,1135
3452,30273,0,1720,8,0,0,1117
3453,24750,0,0,0,0,0,968
3454,12471,0,0,0,0,0,666
3455,2000,0,0,0,0,0,1479
3456,2827,0,0,0,0,0,1375
3457,63121,0,16634,16,150,1,1349
3458,19694,0,2125,10,0,0,1436
3459,11571,0,0,0,0,0,1116
3460,26933,0,750,6,0,0,1299
3461,1456,0,500,1,0,0,1130
3462,16188,0,3726,7,300,4,900
3463,12088,0,27292,17,100,1,1298
3464,119214,0,19633,23,15533,17,1041
3465,66956,0,4520,5,1508,1,1342
3466,4360,0,2000,9,0,0,1355
3467,7056,0,0,0,0,0,1057
3468,32934,0,500,1,0,0,858
3469,6551,0,300,3,300,3,1117
3470,24915,0,265,3,0,0,1184
3471,10100,0,4400,12,2900,9,1032
3472,20691,0,16448,6,0,0,1227
3473,11676,0,1000,1,0,0,1158
3474,31504,0,7358,2,0,0,1022
3475,12093,0,1605,4,0,0,1411
3476,44353,0,2500,1,0,0,138
3477,35557,0,350,3,0,0,1135
3478,38465,0,10550,3,550,2,1580
3479,3258,0,0,0,0,0,106
3480,31224,1000,1150,7,650,6,1508
3481,93191,0,10463,17,3100,7,1539
3482,20010,0,0,0,0,0,1302
3483,37866,0,9200,18,0,0,1230
3484,65664,0,11899,5,0,0,1121
3485,59967,0,10000,4,0,0,959
3486,12134,899,57676,25,3064,9,974
3487,19892,0,3505,13,0,0,1240
3488,38292,0,12487,13,250,2,531
3489,68224,0,28916,16,0,0,1258
3490,103645,7257,3450,3,950,2,1374
3491,189077,3867,54353,27,100,1,542
3492,3246,0,0,0,0,0,1401
3493,33323,0,0,0,0,0,1405
3494,114719,0,0,0,0,0,1136
3495,60319,0,22051,19,50,1,817
3496,25705,0,0,0,0,0,1180
3497,52475,0,14447,13,0,0,962
3498,151265,0,61068,13,0,0,1213
3499,960,0,6000,1,0,0,1262
3500,17036,0,0,0,0,0,1210
3501,34458,0,1883,8,0,0,843
3502,177785,0,77203,15,0,0,1251
3503,13125,0,550,4,550,4,268
3504,14494,0,500,1,0,0,575
3505,13460,0,0,0,0,0,271
3506,9216,0,340,3,0,0,1466
3507,22840,0,0,0,0,0,773
3508,22289,0,18105,34,189,1,1501
3509,9389,0,4195,5,695,2,1509
3510,26375,0,7875,38,0,0,1431
3511,3625,0,2000,9,0,0,1431
3512,16200,0,5375,28,0,0,1407
3513,40465,0,6540,28,0,0,1408
3514,1000,0,375,3,0,0,1382
3515,4750,0,1875,8,0,0,1416
3516,74280,0,23735,18,0,0,1425
3517,1250,0,625,5,0,0,1071
3518,60014,0,45105,32,500,2,669
3519,12250,0,4875,32,0,0,1346
3520,8250,0,3000,17,0,0,915
3521,15732,0,6875,33,0,0,666
3522,9300,0,3250,18,0,0,1396
3523,9500,0,3125,18,0,0,1415
3524,3750,0,1500,5,0,0,1397
3525,12350,0,4125,26,0,0,1314
3526,13623,0,2625,14,0,0,1330
3527,10824,0,3375,19,0,0,867
3528,1250,0,1250,3,0,0,679
3529,17215,0,1750,7,0,0,1423
3530,16825,0,4250,27,0,0,1431
3531,2125,0,875,7,0,0,1396
3532,9175,0,4000,25,0,0,1428
3533,23717,0,3375,19,0,0,1404
3534,18750,0,7000,44,0,0,1036
3535,6125,0,2750,8,0,0,144
3536,4399,0,750,6,0,0,1369
3537,10200,0,3625,15,0,0,1408
3538,49151,0,12931,38,0,0,1423
3539,9375,0,3250,19,0,0,1410
3540,8992,0,1250,3,0,0,1417
